num_cont_1,num_cont_2,num_cont_3,num_cont_4,num_cont_5,num_cont_6,num_cont_7,num_cont_8,num_int_1,num_int_2,num_int_3,num_int_4,num_int_5,num_int_6,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,target
0.6159794225754956,0.5497525220332438,,-1.2270525159847638,1.7287199894219325,,,,,,,2.0,,,,,,cat_Z,,yes,0
1.1289722927208916,0.27375027459974705,,-2.667309956727729,1.458279661329859,,,,,,,,6.0,7.0,,,,cat_X,,,0
-0.11394745765487507,0.4315195782901652,,,0.6278293794252828,,,,,6.0,,2.0,3.0,,,,blue,,,yes,1
-0.840156476962528,0.5695427297241032,,-1.7155316191435894,0.6394855133479016,,-1.7314628111500496,,0.0,,,,7.0,,A,,,cat_Z,alpha,,0
-0.8244812156912396,,,-0.7266948609489335,1.1993927722880382,,-0.5670117972515081,,,1.0,,0.0,2.0,,A,,,cat_Y,alpha,yes,0
0.6505927878247011,,,-1.2976041376391683,2.9991189066808532,,,,,4.0,,,3.0,2.0,,,,cat_Y,,,0
0.7432541712034423,,,,1.4066830068883704,,0.2533454458267454,,,4.0,,1.0,6.0,,,,,cat_Y,,yes,1
0.543154268305195,,-1.064617520197243,-1.0649096590107445,2.1519328069278107,,,,,5.0,,,2.0,5.0,A,low,,cat_Y,,yes,0
-0.6655097072886943,,,0.9629514830972898,,,,,1.0,0.0,,2.0,5.0,,,low,,,,,0
0.23216132306671977,5.545671826100659,-0.33308019845018677,-0.04852947734505568,1.6381052435389882,,-1.3512570855115835,,,,,,4.0,,A,,,,,yes,0
0.11668580914072822,0.7519402257296962,,1.0754528031418928,0.5844550836191638,,0.3499499750684755,,,3.0,,2.0,7.0,,,,,cat_Y,alpha,,0
0.21868859672901295,,,0.04048148417039614,1.1186486838416407,,,,,6.0,9.0,1.0,7.0,,,,,,,,0
0.8714287779481898,,,0.9285899229642176,1.6366585542777299,,,,,,,1.0,1.0,,,,,,,,0
0.22359554877468227,,,-0.3021451034372762,0.6537786326427368,,,,,3.0,11.0,,,,,low,,cat_Z,,yes,0
0.6789135630718949,0.54661945237979,,1.5945520305423257,0.44323187226137056,,,,,1.0,,,12.0,2.0,,,,cat_Y,,no,0
0.06757906948889146,,-0.7731361607521334,,1.3365299849538503,,,1.9101376552119809,,5.0,,3.0,3.0,,A,,red,cat_Y,,,0
0.28911939868998415,0.9213593141237111,,-0.7798211209665434,0.8977913102125274,,1.3363440871579237,,,4.0,,1.0,10.0,,A,,,,alpha,,0
0.6312882258385404,,,0.619149601908667,1.11505552378604,,0.07089878210489423,,,,6.0,,4.0,5.0,,low,yellow,cat_Z,,,1
-1.4571558198556664,0.38882262109641585,,0.027098395908505466,1.6916680315144879,-2.539189344496575,1.944974156930212,,,,13.0,2.0,4.0,11.0,,,,cat_X,,,1
-0.31967121635730134,0.9913953224361273,-0.031014247539912,,2.8457562362026914,,,,4.0,0.0,,,,,,,blue,cat_Y,,,0
,2.2320713056626253,,0.09602128384811984,1.699972778499408,,,,,0.0,9.0,1.0,9.0,,A,,,cat_Y,,,0
,1.0161026049983335,,0.7512497341153255,1.5304355332101645,,,,,,,2.0,2.0,14.0,A,,,cat_Z,,,0
-0.27514225122668373,0.5146950427477379,,,0.670117843472613,,-0.92808791969598,,,2.0,11.0,0.0,4.0,,A,low,,cat_Y,,,1
1.4949413112343959,0.3686045947266246,,-0.3509404477272536,,,,,,6.0,,1.0,,,A,,,cat_Y,alpha,,1
-0.8658311156932432,0.5232605965956084,,0.6826707145975639,1.4385024356750717,,0.9225801001539115,,,1.0,6.0,3.0,3.0,9.0,A,,,,alpha,,1
0.9682783545914808,,,0.24822726502305298,,,,,,,,3.0,2.0,,A,low,,,,,0
-1.6828697716158048,,,-1.1263809894012873,,,,,,2.0,,3.0,4.0,,,,,,,,0
-0.33488502998577485,0.5270785551853326,,-2.367762370508882,0.5207455297467212,-0.374892068114967,,,,7.0,,,2.0,,A,,,cat_Z,,,1
0.1627530651050056,0.17057033632065602,,1.7009266667958205,4.680849838830539,,,,,0.0,,1.0,2.0,,,,,,,yes,0
0.5862223313592781,,0.8301467459353145,,1.1675908161444488,,,,,,,3.0,,0.0,A,,,cat_X,,yes,0
0.711226579792855,,-2.733954464467342,1.5140495087490409,1.1078311179301656,,,,,6.0,12.0,2.0,6.0,,,,blue,,,,0
0.7933472351999252,1.7354209096741833,,0.7949627498227136,0.6797131924236935,,-0.287312675396056,,,1.0,,1.0,8.0,,,,,,alpha,,0
-0.3487250722484376,0.5461357467580402,,-0.7936135565568602,4.620101129843341,,,,,7.0,,0.0,4.0,,A,,,cat_Z,,,1
-0.46235179266456716,0.4536994235184261,,,,,,,1.0,0.0,,0.0,8.0,0.0,A,,,,,yes,0
0.8579758812571538,1.1303615370077738,2.9339361666002963,-0.4621494241944494,0.5698321271873058,,,,,1.0,4.0,,,,A,,,cat_Z,,,0
-0.1913043248816149,6.593994984417946,,,1.9795575667019711,,-0.10952766128715738,,,7.0,,,8.0,10.0,,,,cat_Y,,,0
-1.2756863233379219,,,0.4506600215776027,1.2113375442339502,,,,,,12.0,,4.0,,A,,,cat_Z,,,0
-1.1332872140034806,,,-1.1108786066458753,,,-0.818488671068143,,,5.0,,2.0,6.0,8.0,,,,,,,0
-0.9194522860016113,1.3325324494976145,,,,,0.4531924465810518,,,7.0,,,5.0,,A,,,cat_Y,,yes,1
0.49716074405376404,0.24637692772457248,,,0.7923811823426505,,1.3273343597420517,,,3.0,,0.0,2.0,,,,,cat_Y,,yes,0
0.14242573607056525,0.4074356403353616,,0.9859531662616283,1.085142951158576,,,,,3.0,,1.0,6.0,,,high,,,,,0
0.6904853540677682,,,-0.3068070135976479,3.465666010976848,,,,,,,1.0,6.0,,A,,,cat_X,,yes,0
-0.42725264633653426,,,0.44275939628455846,1.622761740322121,,-0.5526236146554189,,,2.0,,1.0,6.0,,,,,cat_Y,,yes,1
0.15853969107671423,3.3936594512898512,,0.28843694914343077,2.2674779222440695,,,,,,,1.0,3.0,,A,,,,,,1
0.6255903939673367,,,,,,0.6426761207516883,1.4681145793855426,2.0,1.0,,,,,A,,,,,,0
-0.3093465397202384,1.1141503343748749,,-0.8199104270178882,,,,,,,,2.0,8.0,,A,,,cat_Y,alpha,yes,0
0.45677523755741145,0.28901635464664527,,-3.070855988088598,0.2882776391065804,,0.0809584678201035,,,7.0,,2.0,4.0,10.0,A,,green,cat_Z,,yes,0
-0.6619259410666513,0.8390877676101185,,,1.1568603806214555,,1.4911031408856743,,0.0,5.0,,,6.0,,A,,,,alpha,yes,0
-0.3630538465650718,4.195084583815268,,-0.2309662091167659,,,,,,,,,5.0,,,,red,,,,0
-0.3817378939983291,1.110858120915907,,-1.1575188638821257,4.293633879543277,,,,0.0,1.0,,1.0,,,,,,cat_X,,yes,0
-1.1958396455890397,0.6365341733389898,,-1.508060709637813,3.476645998289754,,,,5.0,,,1.0,7.0,,A,,,cat_V,,yes,1
0.4869724807855818,0.245009932607792,,-0.5747009551584255,0.8132213694173109,,,,,2.0,,0.0,,,A,,,cat_Y,,,0
-0.46940234020272387,3.016944554106785,,-0.11487723791158005,0.5201114252161205,,,0.3681296280059945,,3.0,,0.0,7.0,,,,,cat_V,,,0
0.01249411872768743,,,0.09542788731785279,0.5316587027476357,,-0.3805928909093417,0.6081699775375382,,0.0,,3.0,8.0,,A,,,cat_Z,,yes,1
0.48074665890590895,0.24527209749228315,,,0.7900049430454718,,,,2.0,3.0,,2.0,4.0,,A,low,,cat_Y,,,0
0.4465311760299441,0.4773942805054524,,-1.7535399818052029,2.8331602669798794,,,,,7.0,,0.0,5.0,,A,low,,,,,1
0.6653851089727862,0.3598635259871837,,,1.3936496947811041,,,,,0.0,,3.0,5.0,0.0,,,,cat_W,,,0
-0.09848548450942361,,,-0.18960814352919822,1.51347266888356,,,,,3.0,,1.0,6.0,,,,,cat_Y,,yes,0
-0.42329831204415375,1.1804210250041425,,-0.002433635073523612,,,,,2.0,,,0.0,5.0,,,high,,cat_Z,,yes,0
-0.07971821090639905,0.6685970939854365,,-1.3332566296654016,0.45143415360310296,,,,,2.0,,,7.0,,B,,yellow,cat_Z,,,0
-1.6873344339580298,,,-0.0044036676660210395,0.567084299502659,,0.14133201740701543,,,6.0,,0.0,3.0,,,,,cat_Y,,,1
-1.4471124724230873,1.0650713501656035,,-0.37567098099223445,1.5161683339843308,,,,,3.0,10.0,,,3.0,,low,yellow,cat_W,,,0
-1.3226996123544024,,,,0.5362592387163737,,-1.1733516441986673,,,5.0,,2.0,6.0,10.0,,,,cat_Z,,,0
-0.9972468276014818,0.7514465006087914,,-1.4618341703354631,0.29489780816722705,,-1.2625516654732931,,,7.0,,,7.0,,A,,,,,yes,0
0.3997742267234366,,,,,,,,,4.0,,,4.0,5.0,B,,yellow,cat_Y,,,0
-0.9054790553600608,,,1.972017468022275,2.3244627525146866,,1.277380707130891,,,4.0,,3.0,11.0,,A,low,,,,yes,0
-0.3781625540393897,0.48545727683415496,,-0.3494705830363547,,,,,,,,3.0,3.0,,A,high,,cat_X,,,0
1.2992282977860654,,,0.7896196190639758,1.1980324027116824,,0.349207152117385,,,4.0,,,,,A,,,cat_Y,,yes,0
-0.35626397106142593,,,-0.19639779878733077,0.4377878064462992,,,,,7.0,,,,,,high,,,,,0
0.7375155684670865,0.252680641873462,,-0.31211602714839903,,,-0.2870453841028326,,,,,2.0,4.0,12.0,,high,,cat_Z,,yes,0
-0.933617680009877,1.265731574857376,,-0.6360026343977543,,,-1.423733437156847,,,1.0,,,,0.0,A,,blue,cat_Z,alpha,,0
,0.21778585496603067,,,1.4289764474539322,,,0.6418421593450259,,,,3.0,1.0,,,,,cat_Y,,yes,0
-0.9500220549105812,1.1380732935905509,,0.37307189623110804,0.682286874069037,,,,,,,0.0,6.0,0.0,,,blue,cat_Y,,yes,0
-0.3390330759005625,,,-0.7896091052196401,1.4969462587473445,,0.9250069600245189,,,4.0,,,3.0,,A,high,,cat_Z,,,0
0.8403081374573955,,,-0.39411001642771426,0.6559897603083281,,,,,3.0,,2.0,7.0,,,,,cat_Y,,,0
-1.7273204231923487,1.6219551743991565,,1.0759070112790377,,,,,,1.0,,3.0,4.0,3.0,A,,,,,,0
0.43442364354585733,6.316909889803314,,-2.8385384124566087,0.8046531041282896,,-0.0897067720193108,,,4.0,9.0,,6.0,,A,,yellow,cat_Y,,,0
0.2377356023322779,0.42214753517538045,,0.310502220215464,,,,,,4.0,,0.0,7.0,,A,,yellow,cat_V,,,0
-0.5941499556967944,0.8866952234087894,,0.5376014754894227,,,0.7708468049759928,,,3.0,12.0,,,,A,,,,alpha,,0
,0.5604546555063238,,,0.6730586525037972,,,,,5.0,,1.0,,,A,high,,cat_Y,alpha,yes,0
0.07212950771386951,,-0.2996521682249318,,0.9087414650162559,0.8231260349333569,,,,3.0,,,6.0,11.0,A,,blue,cat_Y,alpha,,0
,,,0.5023098649645258,1.1608926595403537,,,,,5.0,,,3.0,7.0,A,,,cat_Y,,,1
0.23267621135470395,1.9333479331973487,,-1.231146494559163,1.5010274276382962,,,,,,,2.0,2.0,10.0,,,,cat_Z,,,1
0.02185214552344288,0.6767558600736128,2.6707542568996185,0.8419352030912789,,,,,,2.0,7.0,,4.0,,,,,,,,0
1.6017788913209154,6.0463220321964455,,,0.491820121825546,,,,0.0,6.0,,,8.0,,,,,cat_W,alpha,,1
-0.23935562747302427,1.3948451488674436,,-0.15297367391610808,1.0716112491577885,,,,,,,1.0,4.0,14.0,A,,,cat_Y,,,0
-1.023497492621865,0.4457448709178183,,,,,1.4136344168589274,0.7214528406456552,,5.0,,0.0,3.0,,,,,cat_Y,alpha,,1
0.17927563495631615,0.7457505293866482,,,0.34420930823854035,,-0.9181841560778592,1.5710058632024868,,3.0,9.0,,5.0,5.0,A,,,,,yes,0
0.21999668397176517,,,2.316116461730498,,-1.566494273185462,,,1.0,5.0,16.0,1.0,,12.0,,high,,cat_Y,alpha,,1
1.3591875752404365,1.8965850413659386,,,0.5887408606161406,,,,2.0,1.0,,0.0,5.0,,B,,,cat_Z,,yes,0
0.8351112459145785,0.26954397611869646,,0.8105824888116355,0.8573885146053173,,-0.7445337855565978,,,,,2.0,5.0,,A,,,cat_Y,,,0
0.35687105914950934,,,0.1935268306632058,,,,1.2527564894401466,4.0,1.0,,1.0,7.0,15.0,A,,,cat_Y,,,0
1.4633028912195618,,,1.9016512958324725,1.5829213538970905,1.2064129410848707,,,,1.0,,,3.0,,,,,cat_Y,,,1
-1.188763054322851,1.7269510149374725,,,,-1.744764437261569,-0.8222133913328838,,,7.0,,1.0,,12.0,A,high,yellow,,alpha,yes,1
-0.6397515327497477,2.681692754266737,,-1.7374018064681662,0.15245589217305539,,,,,2.0,10.0,0.0,9.0,7.0,B,,,cat_Z,,,0
-0.9265759414055249,3.017515324801092,,,0.4104361950102631,,,,,5.0,,,3.0,,,high,,cat_W,,yes,0
,1.5278189812498173,,0.6601421848569691,0.7862603531776349,,,,,1.0,,0.0,,,A,,,cat_Z,,,0
-1.3766861475563088,0.9358391841359844,,-2.574615601511946,0.2421906934950724,,,,,0.0,6.0,3.0,3.0,,,,,cat_Y,,yes,1
0.6351509468144043,1.8883447465287668,,-0.0034356278524263926,,,,,,4.0,,1.0,5.0,,,low,yellow,cat_Z,,yes,0
-0.22222269709877338,,,-0.18048975863830488,1.1612145369845124,,,,,2.0,,0.0,8.0,7.0,A,medium,,cat_Z,,,1
-1.4708062945026579,0.22861274480718888,,0.7441581885099893,,,,,,1.0,,,9.0,,,,,cat_Z,,yes,0
-1.0155790812075416,1.4180888178491455,,0.42873554132052766,0.4390172687674504,,0.03102470041369128,,,0.0,8.0,3.0,,,A,,,cat_Z,,,0
0.3135138474501953,,,-1.8082218548670042,1.389714355090126,,,,,2.0,,,7.0,,A,,,,alpha,,0
0.8381265678943811,0.9490959436628068,2.6894813916133344,-1.080057241555741,0.5894798955332472,,,,,,,3.0,,,,,blue,cat_Z,,yes,0
1.9967308916917865,1.1004306604651568,,-0.8067896720369911,0.8572934537659461,,,,,7.0,,1.0,4.0,,,,blue,cat_Z,alpha,yes,0
2.9138624660073296,1.2195667190466393,,0.7389451359353879,1.3261288214091598,,,,,7.0,,1.0,3.0,,,,,cat_Y,,yes,1
0.4144094332759964,,,0.3746462320152086,0.9454898198157581,,,,1.0,2.0,,,4.0,,B,low,,cat_W,,,1
-0.9895381200318641,1.9457746017827295,,-0.6207246820215938,1.9092981776877558,,-0.4591853872603372,,,7.0,,3.0,3.0,8.0,,,,,,,0
-2.132046280731309,1.1688262658957558,,0.14454723596829458,1.117687897252934,,,,,3.0,,,5.0,10.0,,,,,,,1
,0.7021471901364323,,-1.058006572766603,0.6903882539927361,,,,,1.0,10.0,3.0,3.0,11.0,B,,,cat_Z,,yes,0
-0.812941095310326,,,2.0496387006140204,1.9626675173592794,,,,,5.0,,3.0,6.0,,A,,,cat_X,,yes,0
-0.41535726017968533,,,,2.323146161338207,,-0.3685235939592865,,2.0,,6.0,,5.0,,,,,,,,0
,0.8545817272811066,,0.7861769764427596,1.0725908793813195,,,,,0.0,,1.0,9.0,,B,low,,cat_Y,,yes,0
-0.14079088641638526,8.121693884341875,,1.376811034385401,,,1.368558364293503,,,0.0,,,4.0,4.0,A,,blue,,,,0
1.0659802307876436,1.156908962138872,,,0.8283220244329056,,0.6835381591259003,,,0.0,11.0,,8.0,,A,,blue,,,yes,0
0.15704856744534462,1.4336103941989493,,0.03152631132155178,0.9027152896804147,,0.9872530759097401,,0.0,7.0,15.0,1.0,2.0,5.0,A,high,red,cat_Z,,yes,1
-0.1586348370386883,0.5687100691757639,,,1.0035092498245612,,,,,0.0,,3.0,2.0,15.0,A,low,,cat_Y,,,1
-1.0356537528258116,2.261568803131795,,,0.901371849631265,,,,,1.0,,1.0,2.0,,A,,,cat_Y,alpha,,0
-1.674682944704357,1.8371545567976557,,,0.7800204576460108,,-0.5327513085291776,,,6.0,,1.0,,7.0,A,,,,,,1
-0.4863079090733309,1.8475899197985848,,-0.7490177845103465,0.564459435072339,,,,,0.0,,1.0,7.0,,A,,yellow,cat_W,,,0
-0.05378255081832049,1.1875745066526493,,1.9666324759021274,0.4514469743206862,,-0.33452241207176625,,,1.0,11.0,,,,,,,cat_Y,,yes,1
1.767929913579883,2.287254240647564,,-0.9359278844863137,,,,,,1.0,,,5.0,,A,,red,cat_Z,,yes,0
0.13027452147288585,2.7658504300085043,,-1.73470507505336,2.6082316909598737,,,,,2.0,,,,,,low,,cat_Z,,,1
0.9827395110230576,1.2541764417707524,,0.992776358936815,1.9181501104736505,,,,,1.0,,3.0,2.0,,A,,,cat_Y,,,1
-0.49929559853915206,,,-0.7312463906426785,1.3640629913813582,2.087499150410511,,,,,,1.0,7.0,3.0,A,,,,alpha,,1
-1.1849437664170246,2.0455297289085745,,,2.71647516076652,,,,4.0,1.0,,2.0,10.0,,,,,cat_X,,,0
-0.9651167622323719,0.4851485019867235,,1.8172108361888384,1.015517058690255,,,,,,,2.0,,,A,,yellow,cat_Y,,,0
-0.7252260645357532,0.5630604842838991,0.8309329451402863,-1.374846455204873,,0.5986999079983049,,,,6.0,,3.0,6.0,6.0,A,,,cat_Y,alpha,,0
2.1284697324351645,0.9582560373903047,,-0.04091537369126111,0.7561186566086735,,,,,1.0,11.0,3.0,5.0,,,,,,,,1
-0.8213866792243861,0.24830792877204416,,1.483409223031859,0.9526301248365076,,0.13535607181921067,,,5.0,,,6.0,8.0,,low,,cat_Y,,yes,0
0.838489203736345,,,0.6818864233980808,0.6636913450332677,,-1.3920729127688698,,,2.0,,3.0,4.0,,A,high,,cat_Y,,yes,1
-0.9029271780870264,0.4628597854449822,,-0.1798208734459793,1.6291424663337382,,,,4.0,,,,4.0,3.0,,,,,,yes,0
0.9315730128742441,0.6857838302280892,,2.389379543657604,2.1136823329329424,,,,,5.0,,,5.0,,A,,yellow,,,,0
0.38495096610586316,0.8431388066865005,,-0.09531744233535974,0.2501489006130677,,,,,3.0,,0.0,,,A,,,cat_Z,alpha,,0
,,,,0.8901474401556855,,,,,6.0,,3.0,6.0,,,,,cat_Y,,yes,0
-0.040762526135434025,,-1.0464429781094606,,0.09802841034771416,,,,,3.0,,1.0,2.0,,A,low,,cat_Y,,,0
-0.6547876954293904,0.9475298507388196,,,0.9293602501970424,,0.26358510512041444,,,2.0,,3.0,2.0,3.0,,,,cat_Y,,,0
,0.9534177622926012,-1.5435958695879082,1.3217196002224765,0.921086443837473,,,,,3.0,,0.0,0.0,7.0,,,,,,,1
-0.45498348034078,,,-0.8995394968162634,4.141126536978007,,0.6716699215817685,,,6.0,,2.0,,10.0,B,,,cat_Z,alpha,,0
-1.2256057637672482,0.5387220242217708,,1.2281747821876101,3.2576482629261467,,,,,1.0,,0.0,7.0,14.0,,,,cat_Y,,,0
-1.2779375743196193,,,0.16959209097397038,2.108296745735372,,,,,5.0,,,8.0,,,,,,,no,0
0.17258791772211948,0.1857182457003328,,-0.7457789144434442,0.46403698336272087,,,,,6.0,,,2.0,,B,,,,,,1
1.579091256410435,0.8482565723599484,,0.22194424343963007,0.44307943267554395,,,,,1.0,,2.0,3.0,,,high,,cat_W,,yes,1
0.15999161357343825,0.6872070993656739,,0.19024628815689923,0.4160944070010256,,-0.5378506566894168,1.4723226243683492,,3.0,,1.0,4.0,13.0,A,,,cat_Y,,yes,0
-0.11863832610988256,1.3979867827687407,1.1895479418004369,,3.391573242301105,,,,,4.0,,2.0,3.0,0.0,,,,cat_X,,,0
0.2858261396025429,0.31241144148507116,,,0.4827030399660629,,,,,0.0,,2.0,3.0,15.0,A,high,,cat_Z,,,0
1.3060017417068248,0.6704351679741046,,,0.7345802130374453,,,,,2.0,,3.0,,15.0,A,,,cat_Y,,,0
0.21938250136385634,0.9213753430103592,,,0.48684253804315897,,-0.8076144164509975,,,,,1.0,,7.0,,,,cat_Z,,yes,0
-0.41092723083373717,,,-0.04739745079128287,0.3654820934077372,,,,,6.0,,,8.0,13.0,,,,cat_Z,,,0
1.1062887100598888,1.3044062722268004,1.0122018727822226,-1.3463657307595698,1.3048564502078575,,-1.7178841229235369,1.0579446735679714,,3.0,,2.0,,,,,,,,,0
0.4287564384616135,0.38798423613778416,,-0.715355921485603,1.1305165207064043,,,,,0.0,12.0,,5.0,9.0,B,high,,,,,0
1.535755991995992,0.6770694848157777,,,0.1686976804485737,,-1.4422063018486664,,,3.0,9.0,1.0,4.0,4.0,,,,cat_Y,,,0
0.18323443722190613,2.031635395216532,,-0.4218853539143755,,,0.410523579159373,,,3.0,,0.0,,,,high,,cat_Z,,,1
-1.2244690317205003,0.38265560700684326,,0.7269076023699246,1.226482751318208,,,,,,,0.0,6.0,,,,,,,,0
-1.368159199245665,0.9390228978655248,,,0.9438660137947924,,-1.01273163419515,,,0.0,,1.0,6.0,,A,,red,cat_Z,,,0
,0.9927301918069876,,-2.4699812446369505,0.725607985836622,,,,,1.0,,,3.0,,,,,cat_Y,,yes,1
1.723665720783297,0.734455075998398,,-1.68577290933153,1.623432043932231,,,,0.0,1.0,11.0,0.0,6.0,9.0,B,,yellow,cat_Y,,,1
-0.17951921328260065,8.641718177994706,,-0.017818135501191584,0.3152383138946624,,-0.6275779242149524,,,3.0,,,7.0,2.0,,high,blue,,,yes,0
,0.7187906244039073,,-0.5868032700067569,,,,,,5.0,,,5.0,7.0,,,yellow,cat_Y,,,1
1.4614442922422022,1.4330601566655141,,-1.236671731958097,,1.2127462914346943,,,,4.0,,0.0,,,,,blue,cat_Z,,yes,0
-1.107045682043488,0.5417011051465126,,1.9584513290893593,0.5948559395427011,,,,4.0,2.0,,1.0,6.0,,A,,,cat_V,alpha,yes,1
-0.8947270189558264,1.5253111066279634,,0.8287501213863547,1.284073418095832,,,,,2.0,,1.0,5.0,4.0,B,,,cat_Y,,no,0
0.6433267946890444,2.0069779385096194,,-0.05842716014325442,0.39972289537456096,,,,,0.0,,3.0,3.0,4.0,,,,,,,1
-0.3946051228595896,0.6247702921284466,,,0.5173272824933071,,0.435726952492871,,,6.0,11.0,,4.0,,A,low,,cat_Y,,yes,0
-0.005121866720071296,0.957182263988322,,-0.2651410110069842,0.24032616681692948,,-0.18797983779432956,,,0.0,,0.0,5.0,,,,,cat_Y,,,0
-0.16344289852451258,0.48859379689387367,,-1.2538152446952464,0.1928772598267076,,-0.3289745608009359,,2.0,0.0,16.0,,11.0,,,low,,,,,0
0.33757454879893356,0.4003071907910665,,1.030720286390817,0.6833434306463861,,,,3.0,4.0,,,4.0,3.0,,,red,cat_Z,,,0
1.4074818613137168,2.292026466215269,,,1.4333569677675484,,,,2.0,,,2.0,7.0,,,,,cat_Y,,,1
0.09058490690174555,0.6419783126980513,,-1.9773337830720117,,,,,,0.0,,1.0,3.0,7.0,A,,,cat_Y,,,1
